Group Code*,Title*,Description,Group Set*,Self Enroll*
Bacharelado_gc_em_gc_Educacao_gc_Fisica,Bacharelado em Educação Física,,Coligada,N
Fisioterapia,Fisioterapia,,Coligada,N
Nutricao,Nutrição,,Coligada,N
Terapia_gc_Ocupacional,Terapia Ocupacional ,,Coligada,N
