Group Code*,Title*,Description,Group Set*,Self Enroll*
Gastronomia,Gastronomia,,Coligada,N
Gestao_gc_Ambiental,Gestão Ambiental,,Coligada,N
Gestao_gc_da_gc_Qualidade,Gestão da Qualidade,,Coligada,N
Gestao_gc_de_gc_Recursos_gc_Humanos,Gestão de Recursos Humanos ,,Coligada,N
Gestao_gc_Financeira,Gestão Financeira,,Coligada,N
Negocios_gc_Imobiliarios,Negócios Imobiliários ,,Coligada,N
